Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting region ,Number of offences
2017,4,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,9
2017,4,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,19
2017,4,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,1
2017,4,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,31
2017,4,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,6
2017,4,Homicide and related Offences,Attempted Murder,No alcohol involved,Non-DV,Darwin,1
2017,4,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,37
2017,4,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,11
2017,4,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,30
2017,4,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,20
2017,4,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,3
2017,4,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,205
2017,4,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,6
2017,4,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,3
2017,4,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,11
2017,4,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,235
2017,5,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,2
2017,5,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,1
2017,5,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,6
2017,5,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,46
2017,5,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,53
2017,5,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,5
2017,5,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,20
2017,5,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,17
2017,5,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,21
2017,5,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,1
2017,5,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,52
2017,5,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,8
2017,5,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,39
2017,5,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,8
2017,5,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,26
2017,5,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,34
2017,5,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,3
2017,5,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,214
2017,5,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,5
2017,5,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,4
2017,5,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,14
2017,5,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,263
2017,6,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,1
2017,6,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,6
2017,6,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,33
2017,6,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,36
2017,6,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,7
2017,6,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,19
2017,6,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,7
2017,6,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,18
2017,6,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,1
2017,6,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,35
2017,6,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,2
2017,6,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,21
2017,6,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,3
2017,6,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,14
2017,6,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,20
2017,6,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,2
2017,6,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,144
2017,6,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,4
2017,6,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,14
2017,6,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,208
2017,7,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,2
2017,7,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,1
2017,7,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,48
2017,7,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,48
2017,7,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,9
2017,7,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,26
2017,7,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,9
2017,7,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,14
2017,7,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,34
2017,7,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,2
2017,7,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,17
2017,7,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,7
2017,7,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,21
2017,7,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,23
2017,7,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,4
2017,7,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,189
2017,7,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,7
2017,7,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,2
2017,7,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,6
2017,7,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,197
2017,8,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,5
2017,8,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,50
2017,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,48
2017,8,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,17
2017,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,26
2017,8,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,7
2017,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,30
2017,8,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,30
2017,8,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,3
2017,8,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,44
2017,8,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,8
2017,8,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,25
2017,8,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,36
2017,8,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,4
2017,8,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,226
2017,8,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,1
2017,8,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,12
2017,8,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,221
2017,9,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,1
2017,9,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,1
2017,9,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,3
2017,9,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,33
2017,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,62
2017,9,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,12
2017,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,21
2017,9,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,15
2017,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,18
2017,9,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,1
2017,9,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,45
2017,9,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,6
2017,9,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,38
2017,9,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,7
2017,9,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,36
2017,9,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,25
2017,9,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,2
2017,9,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,180
2017,9,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,6
2017,9,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,1
2017,9,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,14
2017,9,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,249
2017,10,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,2
2017,10,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,4
2017,10,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,34
2017,10,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,50
2017,10,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,8
2017,10,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,27
2017,10,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,8
2017,10,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,20
2017,10,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,3
2017,10,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,33
2017,10,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,5
2017,10,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,24
2017,10,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,1
2017,10,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,31
2017,10,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,24
2017,10,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,3
2017,10,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,172
2017,10,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,4
2017,10,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,5
2017,10,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,15
2017,10,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,243
2017,11,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,2
